published;INSTANSI;KODE;company;amount;NOMOR AWAL;code;lembar;total
2011-06-17;ADPEL;9078;78;2;0;111;1;2
2010-04-23;ADPEL;9012;12;5;306;355;50;250
2010-05-21;ADPEL;9012;12;5;456;505;50;250
2011-09-09;ADPEL;9012;12;5;601;800;200;1,000
2011-11-21;ADPEL;9012;12;10;1782;1800;19;190
2011-11-21;ADPEL;9012;12;10;1801;1857;57;570
2011-11-24;ADPEL;9012;12;10;1858;1957;100;1,000
2011-11-24;ADPEL;9012;12;5;2428;2461;34;170
2010-10-27;ADPEL;9012;12;5;2401;2600;200;1,000
2011-05-20;ADPEL;9012;12;10;3070;3100;31;310
2011-05-20;ADPEL;9012;12;10;3301;3319;19;190
2012-02-17;ADPEL;9012;12;10;3501;3600;100;1,000
2011-11-24;ADPEL;9012;12;3;3821;3870;50;150
2012-02-17;ADPEL;9012;12;5;3801;4000;200;1,000
2011-06-17;ADPEL;9078;78;10;4362;4410;49;490
2012-05-24;ADPEL;9078;78;5;5701;5900;200;1,000
2011-09-09;ADPEL;9012;12;10;7349;7400;52;520
2011-09-09;ADPEL;9012;12;10;7801;7868;68;680
2012-12-04;ADPEL;9012;12;1;0;8229;1;1
2010-10-27;ADPEL;9012;12;10;9801;9900;100;1,000
2012-12-04;ADPEL;9012;12;3;9926;9992;67;201
2011-02-09;ADPEL;9012;12;5;10635;10699;65;325
2011-11-21;ADPEL;9012;12;10;11777;11800;24;240
2011-06-17;ADPEL;9078;78;5;13364;13412;49;245
2011-06-23;ADPEL;9078;78;5;13501;13700;200;1,000
2010-04-23;ADPEL;9012;12;10;16101;16200;100;1,000
2010-05-21;ADPEL;9012;12;10;16309;16408;100;1,000
2012-12-04;ADPEL;9012;12;10;17102;17179;78;780
2012-12-24;ADPEL;9078;78;10;19196;19284;89;890
2011-11-25;ASST.III SEKDA;9087;87;10;2101;2200;100;1,000
2010-03-12;BAPEDA SUP.;9056;56;3;6488;6516;29;87
2010-03-12;BAPEDA SUP.;9056;56;2;6517;6517;1;2
2010-03-12;BAPEDA SUP.;9056;56;10;14922;15006;85;850
2011-07-25;BPBD;9091;91;2;0;115;1;2
2011-07-25;BPBD;9091;91;3;1287;1420;134;402
2011-07-25;BPBD;9091;91;10;5966;6100;135;1,350
2011-09-17;BPDB;9091;91;5;0;904;1;5
2011-12-16;BPDB;9091;91;10;1550;1617;68;680
2011-12-16;BPDB;9091;91;2;0;2062;1;2
2011-12-16;BPDB;9091;91;3;4311;4345;35;105
2011-09-17;BPDB;9091;91;10;9090;9132;43;430
2011-04-28;BPKAD;9088;88;2;3;54;52;104
2011-04-28;BPKAD;9088;88;10;1980;2046;67;670
2011-04-27;BPMK;9085;85;3;1;20;20;60
2011-08-13;BPMK;9085;85;5;31;60;30;150
2011-08-13;BPMK;9085;85;2;0;116;1;2
2010-05-20;BPMK;9085;85;5;356;455;100;500
2011-04-27;BPMK;9085;85;10;1883;1898;16;160
2011-08-13;BPMK;9085;85;3;1826;2071;246;738
2010-10-13;BPMK;9085;85;5;2188;2238;51;255
2010-10-13;BPMK;9085;85;3;2239;2239;1;3
2012-05-23;BPMK;9085;85;5;5161;5210;50;250
2010-01-05;BPMK;9085;85;5;5965;5987;23;115
2010-01-05;BPMK;9085;85;4;5988;5988;1;4
2011-08-13;BPMK;9085;85;10;6596;6610;15;150
2012-05-23;BPMK;9085;85;3;6260;6699;440;1,320
2012-05-23;BPMK;9085;85;1;0;6700;1;1
2010-01-05;BPMK;9085;85;10;12250;12279;30;300
2011-04-27;BPMK;9085;85;5;12345;12385;41;205
2010-05-20;BPMK;9085;85;10;16056;16100;45;450
2010-05-20;BPMK;9085;85;10;16301;16308;8;80
2011-04-27;BPMK;9085;85;3;17663;17900;238;714
2011-08-15;BUPATI;9056;56;1;0;117;1;1
2011-10-27;BUPATI;9056;56;5;1179;1265;87;435
2011-12-15;BUPATI;9056;56;10;1304;1394;91;910
2011-12-15;BUPATI;9056;56;8;0;1395;1;8
2012-04-03;BUPATI;9056;56;5;0;4472;1;5
2012-04-03;BUPATI;9056;56;10;4689;4700;12;120
2012-04-03;BUPATI;9056;56;10;5386;5400;15;150
2012-04-03;BUPATI;9056;56;10;5401;5510;110;1,100
2012-04-03;BUPATI;9056;56;10;5621;5636;16;160
2010-02-15;BUPATI;9056;56;5;6243;6243;1;5
2011-08-15;BUPATI;9056;56;10;6661;6836;176;1,760
2012-10-24;BUPATI;9056;56;5;0;7740;1;5
2012-10-24;BUPATI;9056;56;4;0;7741;1;4
2012-12-19;BUPATI;9056;56;2;0;8230;1;2
2011-10-27;BUPATI;9056;56;10;9963;10029;67;670
2011-02-08;BUPATI;9056;56;5;10087;10100;14;70
2011-02-08;BUPATI;9056;56;5;10201;10404;204;1,020
2012-07-20;BUPATI;9056;56;10;10908;11016;109;1,090
2012-07-20;BUPATI;9056;56;8;0;11017;1;8
2010-02-15;BUPATI;9056;56;10;13374;13573;200;2,000
2012-10-24;BUPATI;9056;56;10;14677;14764;88;880
2012-12-19;BUPATI;9056;56;10;18635;18855;221;2,210
2010-09-06;BUPATI;9056;56;10;19167;19232;66;660
2010-09-06;BUPATI;9056;56;2;19223;19233;11;22
2011-08-15;DENBEKANG;9001;1;5;161;280;120;600
2011-08-29;DENBEKANG;9001;1;5;281;320;40;200
2011-09-06;DENBEKANG;9001;1;5;321;440;120;600
2011-12-01;DENBEKANG;9001;1;10;1;450;450;4,500
2011-10-01;DENBEKANG;9001;1;5;1001;1100;100;500
2011-11-02;DENBEKANG;9001;1;5;1371;1470;100;500
2012-01-06;DENBEKANG;9001;1;10;1697;1700;4;40
2012-01-06;DENBEKANG;9001;1;10;1728;1800;73;730
2012-01-06;DENBEKANG;9001;1;10;2101;2273;173;1,730
2011-05-05;DENBEKANG;9001;1;10;2388;2400;13;130
2011-12-01;DENBEKANG;9001;1;5;2462;2561;100;500
2012-01-06;DENBEKANG;9001;1;5;2774;2800;27;135
2011-05-05;DENBEKANG;9001;1;10;2536;2822;287;2,870
2012-02-01;DENBEKANG;9001;1;10;2826;3225;400;4,000
2012-01-06;DENBEKANG;9001;1;5;3246;3318;73;365
2010-12-08;DENBEKANG;9001;1;5;3301;3400;100;500
2012-02-07;DENBEKANG;9001;1;10;3325;3404;80;800
2012-02-01;DENBEKANG;9001;1;5;3420;3500;81;405
2012-02-01;DENBEKANG;9001;1;5;3601;3619;19;95
2012-02-27;DENBEKANG;9001;1;10;3621;3670;50;500
2012-03-01;DENBEKANG;9001;1;10;3701;4100;400;4,000
2012-03-01;DENBEKANG;9001;1;5;4001;4100;100;500
2011-06-06;DENBEKANG;9001;1;10;3941;4290;350;3,500
2012-04-02;DENBEKANG;9001;1;5;4211;4310;100;500
2012-05-02;DENBEKANG;9001;1;5;4801;4900;100;500
2012-04-02;DENBEKANG;9001;1;10;4901;5300;400;4,000
2012-06-04;DENBEKANG;9001;1;5;5641;5680;40;200
2012-07-09;DENBEKANG;9001;1;5;6637;6736;100;500
2012-05-02;DENBEKANG;9001;1;10;6601;7000;400;4,000
2012-08-01;DENBEKANG;9001;1;5;6929;7028;100;500
2011-08-15;DENBEKANG;9001;1;10;6837;7136;300;3,000
2012-09-04;DENBEKANG;9001;1;5;7201;7300;100;500
2011-08-29;DENBEKANG;9001;1;10;7187;7326;140;1,400
2012-09-17;DENBEKANG;9001;1;5;7538;7577;40;200
2011-09-06;DENBEKANG;9001;1;10;7401;7800;400;4,000
2012-06-04;DENBEKANG;9001;1;10;7801;8000;200;2,000
2012-11-01;DENBEKANG;9001;1;5;7901;8000;100;500
2012-11-23;DENBEKANG;9001;1;5;9377;9386;10;50
2012-07-09;DENBEKANG;9001;1;10;9430;9479;50;500
2012-12-04;DENBEKANG;9001;1;5;9485;9500;16;80
2011-10-01;DENBEKANG;9001;1;10;9301;9700;400;4,000
2012-12-04;DENBEKANG;9001;1;5;9701;9784;84;420
2012-07-09;DENBEKANG;9001;1;10;9501;9900;400;4,000
2013-01-07;DENBEKANG;9001;1;5;10531;10590;60;300
2011-02-11;DENBEKANG;9001;1;5;10701;10800;100;500
2011-11-02;DENBEKANG;9001;1;10;10479;10928;450;4,500
2011-03-04;DENBEKANG;9001;1;5;11001;11100;100;500
2010-11-09;DENBEKANG;9001;1;10;11201;11400;200;2,000
2012-08-01;DENBEKANG;9001;1;10;11188;11637;450;4,500
2012-09-04;DENBEKANG;9001;1;10;12401;12800;400;4,000
2010-12-08;DENBEKANG;9001;1;10;12701;13000;300;3,000
2012-09-17;DENBEKANG;9001;1;10;12997;13000;4;40
2011-05-05;DENBEKANG;9001;1;5;13001;13100;100;500
2012-09-17;DENBEKANG;9001;1;10;13301;13326;26;260
2011-06-06;DENBEKANG;9001;1;5;13254;13353;100;500
2011-03-04;DENBEKANG;9001;1;10;14201;14500;300;3,000
2012-10-09;DENBEKANG;9001;1;10;14301;14500;200;2,000
2012-11-01;DENBEKANG;9001;1;10;15115;15564;450;4,500
2012-11-23;DENBEKANG;9001;1;10;16338;16343;6;60
2011-02-11;DENBEKANG;9001;1;10;16301;16600;300;3,000
2012-12-04;DENBEKANG;9001;1;10;17195;17644;450;4,500
2013-01-07;DENBEKANG;9001;1;10;19285;19534;250;2,500
2010-06-21;DESKES SUP.;9083;83;5;570;600;31;155
2010-06-21;DESKES SUP.;9083;83;5;801;900;100;500
2010-06-21;DESKES SUP.;9083;83;5;901;989;89;445
2010-06-21;DESKES SUP.;9083;83;4;990;990;1;4
2010-06-21;DESKES SUP.;9083;83;10;16447;16500;54;540
2010-06-21;DESKES SUP.;9083;83;10;17301;17411;111;1,110
2012-02-28;DINKES;9083;83;10;3671;3700;30;300
2010-01-13;DINKES;9083;83;3;4782;4800;19;57
2010-01-13;DINKES;9083;83;5;5989;6010;22;110
2010-01-13;DINKES;9083;83;3;6901;6918;18;54
2010-11-04;DINKES;9083;83;10;10901;11100;200;2,000
2010-01-13;DINKES;9083;83;10;12280;12323;44;440
2010-08-02;DINKES;9083;83;10;15029;15088;60;600
2010-08-02;DINKES;9083;83;10;15401;15500;100;1,000
2010-08-02;DINKES;9083;83;10;15501;15600;100;1,000
2010-08-02;DINKES;9083;83;10;18258;18300;43;430
2010-08-02;DINKES;9083;83;10;18336;18400;65;650
2010-08-02;DINKES;9083;83;10;18601;18682;82;820
2010-08-03;DINKES SUP.;9083;83;5;252;265;14;70
2010-08-03;DINKES SUP.;9083;83;5;1311;1336;26;130
2010-10-27;DINKES SUP.;9083;83;5;2288;2350;63;315
2010-10-27;DINKES SUP.;9083;83;4;2351;2351;1;4
2010-11-11;DINKES SUP.;9083;83;5;3104;3104;1;5
2010-11-11;DINKES SUP.;9083;83;1;3105;3105;1;1
2010-11-12;DINKES SUP.;9083;83;5;3106;3148;43;215
2010-11-12;DINKES SUP.;9083;83;4;3149;3149;1;4
2010-11-27;DINKES SUP.;9083;83;5;3193;3236;44;220
2010-03-03;DINKES SUP.;9083;83;4;6401;6401;1;4
2010-10-12;DINKES SUP.;9083;83;10;9180;9234;55;550
2010-10-27;DINKES SUP.;9083;83;10;9722;9771;50;500
2010-11-11;DINKES SUP.;9083;83;10;11152;11195;44;440
2010-11-12;DINKES SUP.;9083;83;10;11196;11200;5;50
2010-11-12;DINKES SUP.;9083;83;10;11401;11439;39;390
2010-11-27;DINKES SUP.;9083;83;10;12359;12413;55;550
2010-02-22;DINKES SUP.;9083;83;10;13859;13866;8;80
2010-03-03;DINKES SUP.;9083;83;10;14254;14275;22;220
2010-08-03;DINKES SUP.;9083;83;10;18683;18772;90;900
2010-09-06;DINKES SUP.;9083;83;10;19352;19361;10;100
2010-09-06;DINKES SUP.;9083;83;10;19400;19500;101;1,010
2010-08-11;DINSOS SUP.;9067;67;5;1401;1500;100;500
2010-08-11;DINSOS SUP.;9067;67;3;6536;6549;14;42
2010-08-11;DINSOS SUP.;9067;67;3;7493;7644;152;456
2010-08-11;DINSOS SUP.;9067;67;10;18781;18830;50;500
2011-08-09;DINSOS.SUP;9067;67;5;21;30;10;50
2011-08-09;DINSOS.SUP;9067;67;10;6559;6588;30;300
2011-04-04;DINSOS.SUP;9067;67;5;11737;12216;480;2,400
2011-04-04;DINSOS.SUP;9067;67;3;14501;15128;628;1,884
2011-04-04;DINSOS.SUP;9067;67;3;17569;17600;32;96
2011-12-13;DIS.WARSA;9084;84;10;1196;1243;48;480
2011-12-13;DIS.WARSA;9084;84;1;0;2060;1;1
2011-12-13;DIS.WARSA;9084;84;5;2633;2681;49;245
2011-12-13;DIS.WARSA;9084;84;3;4161;4209;49;147
2011-04-26;DISHUB;9041;41;2;0;1;1;2
2011-05-23;DISHUB;9041;41;2;0;58;1;2
2011-07-01;DISHUB;9041;41;1;0;112;1;1
2011-05-23;DISHUB;9041;41;3;810;844;35;105
2011-12-09;DISHUB;9041;41;10;841;860;20;200
2011-07-01;DISHUB;9041;41;3;1033;1102;70;210
2011-07-27;DISHUB;9041;41;3;1521;1583;63;189
2011-07-27;DISHUB;9041;41;1;0;1584;1;1
2010-09-24;DISHUB;9041;41;5;1986;2115;130;650
2010-09-24;DISHUB;9041;41;4;2116;2116;1;4
2011-12-09;DISHUB;9041;41;5;2586;2632;47;235
2011-09-20;DISHUB;9041;41;3;2604;2673;70;210
2011-09-20;DISHUB;9041;41;1;0;2674;1;1
2010-11-20;DISHUB;9041;41;5;3150;3192;43;215
2011-12-09;DISHUB;9041;41;3;4109;4133;25;75
2012-03-26;DISHUB;9041;41;3;5107;5176;70;210
2012-03-26;DISHUB;9041;41;1;0;5177;1;1
2012-05-16;DISHUB;9041;41;3;6068;6210;143;429
2010-08-03;DISHUB;9041;41;3;6518;6534;17;51
2010-08-03;DISHUB;9041;41;2;6535;6535;1;2
2010-06-21;DISHUB;9041;41;3;6582;6600;19;57
2010-06-21;DISHUB;9041;41;3;6701;6752;52;156
2010-08-03;DISHUB;9041;41;3;7301;7426;126;378
2012-12-31;DISHUB;9041;41;2;8232;8233;2;4
2012-09-18;DISHUB;9041;41;3;8524;8615;92;276
2010-11-20;DISHUB;9041;41;3;8646;8681;36;108
2010-11-20;DISHUB;9041;41;1;8682;8682;1;1
2012-12-31;DISHUB;9041;41;5;10335;10530;196;980
2012-12-31;DISHUB;9041;41;3;10732;11052;321;963
2011-04-01;DISHUB;9041;41;5;11714;11736;23;115
2011-05-23;DISHUB;9041;41;5;12987;13000;14;70
2011-05-23;DISHUB;9041;41;5;13101;13107;7;35
2011-01-13;DISHUB;9041;41;2;13568;13572;5;10
2011-01-13;DISHUB;9041;41;1;13573;13573;1;1
2011-03-02;DISHUB;9041;41;2;13904;13946;43;86
2011-03-02;DISHUB;9041;41;1;13947;13947;1;1
2011-04-26;DISHUB;9041;41;3;15688;15700;13;39
2011-01-13;DISHUB;9041;41;2;16101;16200;100;200
2011-02-02;DISHUB;9041;41;2;16201;16237;37;74
2011-03-02;DISHUB;9041;41;2;16238;16269;32;64
2011-02-02;DISHUB;9041;41;1;16270;16270;1;1
2011-03-02;DISHUB;9041;41;2;16271;16300;30;60
2011-04-01;DISHUB;9041;41;3;17499;17500;2;6
2011-04-01;DISHUB;9041;41;3;17501;17568;68;204
2011-04-26;DISHUB;9041;41;3;17601;17662;62;186
2011-01-10;DISHUB;9041;41;2;19347;19451;105;210
2011-01-10;DISHUB;9041;41;1;19452;19452;1;1
2011-02-02;DISHUB;9041;41;2;19565;19600;36;72
2012-07-03;DISPENDA;9058;58;5;6456;6500;45;225
2012-07-03;DISPENDA;9058;58;5;6609;6636;28;140
2012-07-03;DISPENDA;9058;58;3;7057;7175;119;357
2012-07-03;DISPENDA;9058;58;1;0;7176;1;1
2010-05-12;DISPERINDAG;9062;62;3;6574;6580;7;21
2010-05-12;DISPERINDAG;9062;62;1;6581;6581;1;1
2010-05-12;DISPERINDAG;9062;62;3;6601;6700;100;300
2010-11-30;DISPERINDAG;9062;62;3;8683;8842;160;480
2010-11-30;DISPERINDAG;9062;62;1;8843;8843;1;1
2010-11-30;DISPERINDAG;9062;62;10;12414;12493;80;800
2010-05-12;DISPERINDAG;9062;62;10;16201;16300;100;1,000
2011-09-06;DISSOS.SUP;9067;67;5;441;504;64;320
2011-09-06;DISSOS.SUP;9067;67;4;0;505;1;4
2011-10-04;DISTAN.SUP;9076;76;5;905;1000;96;480
2011-10-04;DISTAN.SUP;9076;76;5;1101;1125;25;125
2011-10-04;DISTAN.SUP;9076;76;3;2926;3045;120;360
2011-10-04;DISTAN.SUP;9076;76;10;9155;9200;46;460
2011-10-04;DISTAN.SUP;9076;76;10;9701;9805;105;1,050
2012-04-26;DISTRIK WARSA;9084;84;5;4749;4783;35;175
2012-04-26;DISTRIK WARSA;9084;84;4;0;4784;1;4
2012-04-26;DISTRIK WARSA;9084;84;3;5812;5846;35;105
2012-04-26;DISTRIK WARSA;9084;84;10;5999;6000;2;20
2012-04-26;DISTRIK WARSA;9084;84;10;6501;6557;57;570
2012-07-21;DISTRIK WARSA;9084;84;1;0;6899;1;1
2012-07-21;DISTRIK WARSA;9084;84;5;6869;6928;60;300
2012-07-21;DISTRIK WARSA;9084;84;3;7406;7465;60;180
2012-07-21;DISTRIK WARSA;9084;84;10;11127;11187;61;610
2011-11-30;DKP;9060;60;10;451;650;200;2,000
2010-06-30;DKP;9060;60;5;1118;1177;60;300
2010-12-29;DKP;9071;71;5;6261;6300;40;200
2010-12-29;DKP;9071;71;5;6401;6506;106;530
2010-12-29;DKP;9071;71;2;6507;6507;1;2
2010-06-30;DKP;9060;60;10;17765;17784;20;200
2011-04-11;DKP.SUP;9060;60;10;1793;1802;10;100
2012-04-18;DKP.SUP;9071;71;5;4628;4747;120;600
2012-04-18;DKP.SUP;9071;71;10;5925;5984;60;600
2011-04-11;DKP.SUP;9060;60;5;12217;12236;20;100
2011-06-01;DPAM;9007;7;10;3556;3610;55;550
2011-06-01;DPAM;9007;7;5;13173;13253;81;405
2010-06-17;DPRD;9014;14;5;506;568;63;315
2010-06-17;DPRD;9014;14;4;569;569;1;4
2010-06-17;DPRD;9014;14;5;601;800;200;1,000
2011-11-15;DPRD;9014;14;2;253;1343;1,091;2,182
2011-11-15;DPRD;9014;14;10;1344;1781;438;4,380
2011-12-28;DPRD;9014;14;2;2063;2100;38;76
2011-11-15;DPRD;9014;14;5;1881;2318;438;2,190
2011-12-28;DPRD;9014;14;5;2801;3245;445;2,225
2012-05-24;DPRD;9014;14;2;2201;3300;1,100;2,200
2011-12-28;DPRD;9014;14;2;4201;5118;918;1,836
2011-12-28;DPRD;9014;14;1;0;5119;1;1
2011-12-28;DPRD;9014;14;2;5120;5219;100;200
2012-05-24;DPRD;9014;14;4;0;5228;1;4
2012-05-24;DPRD;9014;14;5;5211;5640;430;2,150
2010-12-30;DPRD;9014;14;5;6639;6672;34;170
2010-12-30;DPRD;9014;14;2;6673;6673;1;2
2010-12-30;DPRD;9014;14;5;6674;6674;1;5
2012-07-16;DPRD;9014;14;2;5826;6896;1,071;2,142
2012-07-16;DPRD;9014;14;1;0;6897;1;1
2012-05-24;DPRD;9014;14;10;7089;7100;12;120
2012-05-24;DPRD;9014;14;10;7252;7300;49;490
2010-12-30;DPRD;9014;14;5;6701;7500;800;4,000
2012-05-24;DPRD;9014;14;10;7473;7500;28;280
2012-05-24;DPRD;9014;14;10;7501;7630;130;1,300
2012-11-19;DPRD;9014;14;2;6908;7978;1,071;2,142
2012-11-19;DPRD;9014;14;1;0;7979;1;1
2012-11-19;DPRD;9014;14;5;8197;8200;4;20
2010-12-30;DPRD;9014;14;5;7501;8300;800;4,000
2012-11-19;DPRD;9014;14;5;8401;9052;652;3,260
2010-12-30;DPRD;9014;14;5;8301;9300;1000;5,000
2012-07-16;DPRD;9014;14;10;10301;10400;100;1,000
2012-07-16;DPRD;9014;14;10;10501;10840;340;3,400
2012-11-19;DPRD;9014;14;10;15901;16230;330;3,300
2010-06-17;DPRD;9014;14;10;16801;17300;500;5,000
2011-07-19;DPRD BIAK;9014;14;2;0;114;1;2
2011-07-19;DPRD BIAK;9014;14;10;5679;5965;287;2,870
2011-07-19;DPRD BIAK;9014;14;5;14057;14800;744;3,720
2012-09-22;DPRD SUPIORI;9093;93;5;7578;7664;87;435
2012-09-22;DPRD SUPIORI;9093;93;3;0;8616;1;3
2012-11-30;DPRD SUPIORI;9093;93;5;9388;9475;88;440
2012-11-30;DPRD SUPIORI;9093;93;3;9533;9675;143;429
2012-09-22;DPRD SUPIORI;9093;93;10;13467;13532;66;660
2012-11-30;DPRD SUPIORI;9093;93;10;16518;16561;44;440
2010-06-25;DPU;9026;26;5;1071;1116;46;230
2010-06-25;DPU;9026;26;2;1117;1117;1;2
2011-10-29;DPU;9026;26;5;1316;1370;55;275
2010-08-23;DPU;9026;26;5;1337;1376;40;200
2010-08-23;DPU;9026;26;2;1376;1376;1;2
2010-11-04;DPU;9026;26;5;3043;3073;31;155
2010-11-04;DPU;9026;26;1;3074;3074;1;1
2012-03-28;DPU;9026;26;5;3671;3700;30;150
2012-03-28;DPU;9026;26;5;4101;4209;109;545
2012-03-28;DPU;9026;26;4;0;4210;1;4
2012-03-28;DPU;9026;26;10;4601;4688;88;880
2012-06-25;DPU;9026;26;1;0;5514;1;1
2012-06-25;DPU;9026;26;5;6312;6440;129;645
2010-04-29;DPU;9026;26;3;6550;6573;24;72
2010-12-30;DPU;9026;26;5;6508;6600;93;465
2010-12-30;DPU;9026;26;5;6601;6637;37;185
2010-12-30;DPU;9026;26;4;6638;6638;1;4
2012-09-14;DPU;9026;26;4;0;6904;1;4
2012-09-14;DPU;9026;26;5;7356;7537;182;910
2012-06-25;DPU;9026;26;10;9197;9289;93;930
2012-11-22;DPU;9026;26;5;9153;9376;224;1,120
2012-11-22;DPU;9026;26;3;0;9532;1;3
2011-10-29;DPU;9026;26;10;10190;10249;60;600
2010-11-04;DPU;9026;26;10;10295;10300;6;60
2010-11-04;DPU;9026;26;10;11101;11133;33;330
2012-09-14;DPU;9026;26;10;12931;12996;66;660
2012-11-22;DPU;9026;26;10;15893;15900;8;80
2010-04-29;DPU;9026;26;10;16018;16047;30;300
2012-11-22;DPU;9026;26;10;16301;16337;37;370
2010-06-25;DPU;9026;26;10;17637;17664;28;280
2010-08-23;DPU;9026;26;10;18856;18903;48;480
2011-05-10;DPU BIAK;9026;26;10;2895;2938;44;440
2011-05-10;DPU BIAK;9026;26;9;0;2939;1;9
2011-05-10;DPU BIAK;9026;26;5;12981;12986;6;30
2011-06-27;DPU BIAK;9026;26;5;13413;13500;88;440
2011-06-27;DPU BIAK;9026;26;5;13701;13707;7;35
2010-03-09;DPU SUP.;9026;26;3;4645;4700;56;168
2010-03-09;DPU SUP.;9026;26;3;6478;6487;10;30
2010-06-23;DPU SUP.;9026;26;3;7157;7178;22;66
2010-06-23;DPU SUP.;9026;26;1;7179;7179;1;1
2010-03-09;DPU SUP.;9026;26;10;14423;14581;159;1,590
2010-06-23;DPU SUP.;9026;26;10;17462;17516;55;550
2012-10-30;DPU SUPIORI;9026;26;5;7742;7861;120;600
2012-10-30;DPU SUPIORI;9026;26;3;9104;9126;23;69
2012-10-30;DPU SUPIORI;9026;26;10;14765;14914;150;1,500
2010-10-16;DPU. SUP;9026;26;3;8291;8495;205;615
2010-10-16;DPU. SUP;9026;26;2;8496;8496;1;2
2010-10-16;DPU. SUP;9026;26;10;9255;9300;46;460
2010-10-16;DPU. SUP;9026;26;10;9501;9623;123;1,230
2011-09-17;DPU.SUP;9026;26;5;582;600;19;95
2011-09-17;DPU.SUP;9026;26;5;801;903;103;515
2011-11-11;DPU.SUP;9026;26;5;1620;1879;260;1,300
2011-11-11;DPU.SUP;9026;26;4;0;1880;1;4
2011-09-17;DPU.SUP;9026;26;3;2481;2602;122;366
2011-09-17;DPU.SUP;9026;26;1;0;2603;1;1
2012-05-19;DPU.SUP;9026;26;5;4912;5000;89;445
2012-05-19;DPU.SUP;9026;26;5;5101;5160;60;300
2012-05-19;DPU.SUP;9026;26;2;0;5226;1;2
2012-05-19;DPU.SUP;9026;26;3;6211;6259;49;147
2012-05-19;DPU.SUP;9026;26;10;7301;7450;150;1,500
2011-09-17;DPU.SUP;9026;26;10;8268;8300;33;330
2011-09-17;DPU.SUP;9026;26;10;8601;8848;248;2,480
2011-11-11;DPU.SUP;9026;26;10;11250;11559;310;3,100
2011-03-22;DPU.SUPIORI;9026;26;10;73;222;150;1,500
2011-03-22;DPU.SUPIORI;9026;26;5;11259;11447;189;945
2011-03-22;DPU.SUPIORI;9026;26;2;14101;14200;100;200
2011-03-22;DPU.SUPIORI;9026;26;3;16046;16100;55;165
2011-03-22;DPU.SUPIORI;9026;26;3;16901;16937;37;111
2011-03-22;DPU.SUPIORI;9026;26;2;17223;17313;91;182
2011-03-22;DPU.SUPIORI;9026;26;2;17314;17400;87;174
2011-03-22;DPU.SUPIORI;9026;26;2;17401;17497;97;194
2011-03-22;DPU.SUPIORI;9026;26;1;0;17498;1;1
2012-06-16;FAJAR PAPUA/DPRD SUP;9093;93;2;3301;3800;500;1,000
2012-06-16;FAJAR PAPUA/DPRD SUP;9093;93;2;5231;5254;24;48
2012-06-16;FAJAR PAPUA/DPRD SUP;9093;93;1;0;5255;1;1
2012-06-19;FAJAR PAPUA/DPRD SUP;9093;93;2;5264;5300;37;74
2012-06-19;FAJAR PAPUA/DPRD SUP;9093;93;2;5401;5512;112;224
2012-06-19;FAJAR PAPUA/DPRD SUP;9093;93;1;0;5513;1;1
2012-07-02;FAJAR PAPUA/DPRD SUP;9093;93;2;5601;5708;108;216
2012-06-16;FAJAR PAPUA/DPRD SUP;9093;93;5;5913;5942;30;150
2012-06-19;FAJAR PAPUA/DPRD SUP;9093;93;5;5943;6000;58;290
2012-06-16;FAJAR PAPUA/DPRD SUP;9093;93;5;6001;6300;300;1,500
2012-06-19;FAJAR PAPUA/DPRD SUP;9093;93;5;6301;6311;11;55
2012-07-02;FAJAR PAPUA/DPRD SUP;9093;93;5;6501;6608;108;540
2010-07-19;FARMASI;9077;77;5;1199;1219;21;105
2010-07-19;FARMASI;9077;77;1;1220;1220;1;1
2011-01-14;FARMASI;9077;77;5;9330;9400;71;355
2011-01-14;FARMASI;9077;77;5;9901;10029;129;645
2010-07-19;FARMASI;9077;77;10;15672;15678;7;70
2010-07-19;FARMASI;9077;77;10;17881;17900;20;200
2010-07-19;FARMASI;9077;77;10;18201;18206;6;60
2011-03-21;GPA;9022;22;10;23;72;50;500
2011-12-06;GPA;9031;31;10;791;840;50;500
2012-01-24;GPA;9031;31;10;2376;2425;50;500
2011-05-09;GPA;9031;31;10;2845;2894;50;500
2012-03-05;GPA;9031;31;10;4241;4290;50;500
2011-06-22;GPA;9031;31;10;4445;4494;50;500
2012-04-18;GPA;9031;31;10;5873;5924;52;520
2011-07-27;GPA;9031;31;10;6369;6418;50;500
2011-08-23;GPA;9031;31;10;7137;7186;50;500
2012-06-04;GPA;9031;31;10;7661;7700;40;400
2012-06-04;GPA;9031;31;10;8001;8010;10;100
2010-10-26;GPA;9031;31;10;9672;9721;50;500
2011-10-04;GPA;9031;31;10;9806;9855;50;500
2012-07-18;GPA;9031;31;10;9992;10000;9;90
2012-07-18;GPA;9031;31;10;10867;10900;34;340
2012-07-18;GPA;9031;31;10;10901;10907;7;70
2012-08-10;GPA;9031;31;10;11811;11860;50;500
2010-12-14;GPA;9031;31;10;13107;13156;50;500
2012-09-24;GPA;9031;31;10;13533;13582;50;500
2011-01-21;GPA;9031;31;10;13606;13655;50;500
2010-02-15;GPA;9031;31;10;13809;13858;50;500
2012-10-31;GPA;9031;31;10;15065;15114;50;500
2010-06-08;GPA;9031;31;10;16501;16800;300;3,000
